Claim Cost (USD) (United Stated Dollar),Claim Recorded Date,Claim Recorded Month,Claim Recorded Year,Consumer State,Consumer Zip Code,Country of Service,Country of Service-Description,Failure Date,GSIR Base Warranty Flag,GSIR Base Warranty Flag-Description,Global Component Code,Global Component Code-Description,Global Component Group,Global Component Group-Description,Global Component Section,Global Component Section-Description,Global Defect Code,Global Defect Code-Description,Global Defect Section,Global Defect Section-Description,Global Repair Action Code,Global Repair Action Code-Description,Global Symptom Code,Global Symptom Code-Description,Global Symptom Group,Global Symptom Group-Description,Labor Cost (USD) (United Stated Dollar),Months in Service,NAR Kenmore Job Code,NAR Kenmore Job Code-Description,Part Cost (USD) (United Stated Dollar),Parts Replaced Flag,Parts Replaced Quantity,Region Service Component Code,Region Service Component Code-Description,Region Service Condition Code,Region Service Condition Code-Description,Region of Service,Region of Service-Description,Repeat Repair Flag,Repeat Repair Interval,Service Claim Id,Service Claim Type,Service Claim Type-Description,Service Company Number,Service Company Number-Description,Service Company Type,Service Company Type-Description,Service Complete Date,Service Provider Code,Service Provider Code-Description,Service Request Number,Service Responsibility Code,Service Responsibility Code-Description,Stock Repair Flag,Warranty Type Code,Warranty Type Code-Description,Customer Requested Comment,Service Technician Comment,Componente ,Horizon comment,Active SKU Flag,Active SKU Flag-Description,Architecture Code,Architecture Code-Description,Brand,Brand-Description,Unadjusted Total Claim Count,Commercial Segment,Commercial Segment-Description,DPL Platform Code,DPL Platform Code-Description,Division,Division-Description,Electronic Control Flag,Electronic Control Flag-Description,Comment,Engineering Model Number,Engineering Model Number-Description,GSIR Product Flag,GSIR Product Flag-Description,Global Product Category,Global Product Category-Description,Global Product Code,Global Product Code-Description,Global Product Family,Global Product Family-Description,Global Product Group,Global Product Group-Description,Global Product Platform,Global Product Platform-Description,NAR Product Code,NAR Product Code-Description,NAR Product Main Group,NAR Product Main Group-Description,NAR Product Summary Group,NAR Product Summary Group-Description,OEM Supplier,OEM Supplier-Description,Product Id,Production Date,Production Line,Production Line-Description,Production Month,Production Quarter,Production Shift,Production Shift-Description,Production Year,Production Year Week,Purchase Date,Sales Model Number,Sales Model Number-Description,Serial Number,Ship-to Channel,Ship-to Channel-Description,Ship-to High Level,Ship-to High Level-Description,Ship-to State,Shipped Date,Shipped Month,Shipped Year,Shipped-to Country,Shipped-to Country-Description,Shipped-to Region,Shipped-to Region-Description,Sold-to Name,Sold-to Name-Description,,
235,2019-12-06,2019/12,2019,ESTADO DE MÉXICO,50903,MX,Mexico (MX),2019-11-03,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,235,2,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1086070760,SC,SERVICE CALL (SC),73338,73338 (73338),?,UNKNOWN (?),2019-12-02,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),OBSERVACIONES JOSE GUADALUPE MONDRAGON CERRO 5545284404 ANTONIO JIMENEZ SANCHEZ 7292326768 ANDREA CRUZ BARREIRO 7228682008FALLA PR,P_ NO DESAGUA C_ BOMBA DE DESAGUE PEGADA PEDIDO 173433545 PARTE NUM. WPW10465543 S_ SERVICIO PASA A PROCESO LPK POR DESABASTO DE REFACCION NO SURTIDA A TIEMPO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92124542,2019-05-27,?,(?),2019/05,2019Q2,?,(?),2019,201921,2019-10-03,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92124542,5100,MX National Chains (,2087861,"ELEKTRA DEL MILENIO,S.A.DE C.V (00020878",ESTADO DE MEXICO,2019-05-30,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),2086412,"NUEVA ELEKTRA DEL MILENIO,S.A.DE C. (000",,
0.01,2019-12-21,2019/12,2019,?,64630,?,(?),2019-12-17,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,5,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086193581,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-12-19,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CASADJ1 NO EXPRIME,RUIZH- P PRODUCTO NO LAVA C PRODUCTO BLOQUEADO S SE RESETEA EQUIPO I SE BRINDA INF PARA MEJIR FUNCIONAMIENTO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1820CM3,8MWTW1820CM3 (8MWTW1820CM3),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1820CM:HL92783034,2019-06-22,?,(?),2019/06,2019Q2,?,(?),2019,201927,2019-08-10,8MWTW1820CM,LAV. AUTOMATICA NE (8MWTW1820CM),HL92783034,?,(?),?,(?),NUEVO LEON,2019-07-06,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
0.01,2019-11-29,2019/11,2019,?,77516,?,(?),2019-11-15,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,555,CUST REFUSED RPR (555),BZ,REPAIR TOO EXPENS (BZ),NAR,North America (NAR),Y,0,1086030158,SC,SERVICE CALL (SC),47689,47689 (47689),?,UNKNOWN (?),2019-11-26,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),GAMEZE3 - NO RESPETA EL LIMITE DE LLENADO ACORDE LA CARGA COLOCADA_ AGITADOR SE MUEVE MUY DESPACIO Y EN OCACIONES NO FUNCIONA Y BO,P.-NO PRESENTA LIMITE DE LLENADO _SE MUEVE MUY DESPACIO Y ENOCACIONES NO FUNCIONA C.-VARIACIÓN DE VOLTAJE EN CONTACTO_ PRECION DE AGUA BAJA. S.-SE REALIZARA PRESUPUESTO DE REPARACION_NO APLICA GARANTIA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1824WJM0,8MWTW1824WJM0 (8MWTW1824WJM0),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1824WJM:HL93793614,2019-09-16,?,(?),2019/09,2019Q3,?,(?),2019,201937,2019-10-07,8MWTW1824WJM,8MWTW1824WJM (8MWTW1824WJM),HL93793614,1100,MX Dep Stores (1100),2088950,"DISTRIBUIDORA LIVERPOOL, S.A. DE C. (000",ESTADO DE MEXICO,2019-09-25,2019/09,2019,MX,Mexico (MX),NAR,North America (NAR),2086386,DISTRIBUIDORA LIVERPOOL SA DE CV (000208,,
162,2019-11-23,2019/11,2019,ESTADO DE MÉXICO,54910,MX,Mexico (MX),2019-11-15,y, ,9910,INSTRUCTION FOR USE (9910),II01,INSTRUCTION FOR USE (II01),II,Installation and Instruct (II),4x,No problem found (4x),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,162,1,?,(?),0,N,0,921,GENERAL INSTRUCT (921),AN,UNDERFILL (AN),NAR,North America (NAR),N,0,1085995466,SC,SERVICE CALL (SC),59691,59691 (59691),?,UNKNOWN (?),2019-11-21,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),ROSAJ17 (WEB) CONEXIÓN,TAMX08 P NO LLENA C LAVADORA TRABAJA BAJO DISEÑO S SE DIO INDICACIONES DE USO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2031WJM0,8MWTW2031WJM0 (8MWTW2031WJM0),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2031WJM:HL94359758,2019-10-28,?,(?),2019/10,2019Q4,?,(?),2019,201943,2019-11-14,8MWTW2031WJM,8MWTW2031WJM (8MWTW2031WJM),HL94359758,1105,MX Horizontal (1105),2089031,NUEVA WAL MART DE MEXICO (0002089031),ESTADO DE MEXICO,2019-10-29,2019/10,2019,MX,Mexico (MX),NAR,North America (NAR),2086501,NUEVA WAL MART DE MEXICO S DE RL DE (000,,
336,2019-08-22,2019/08,2019,?,89150,?,(?),2019-08-16,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,336,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1085343637,SC,SERVICE CALL (SC),47462,47462 (47462),?,UNKNOWN (?),2019-08-19,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),REPARACION: NO REALIZA NINGUN CICLO DE LAVADO REPARACION: NOREALIZA NINGUN CICLO DE LAVADO,STAMP06 CGMJ P. SE APAGA AL FUNC C. TARJETA SE DETIENE S. CTE NO ACEPTA REPARACIÓN X COMPRA RECIENTE,Borrar ,Borrar ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Borrar,8MWTW1822EI2,8MWTW1822EI2 (8MWTW1822EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1822EI:HL92669316,2019-07-01,?,(?),2019/07,2019Q3,?,(?),2019,201926,2019-07-26,8MWTW1822EI,LAV. AUTOMATICA NE (8MWTW1822EI),HL92669316,1100,MX Dep Stores (1100),2088950,"DISTRIBUIDORA LIVERPOOL, S.A. DE C. (000",ESTADO DE MEXICO,2019-07-03,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),2086386,DISTRIBUIDORA LIVERPOOL SA DE CV (000208,,
0.01,2019-12-05,2019/12,2019,JALISCO,44987,MX,Mexico (MX),2019-11-29,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1086059377,SC,SERVICE CALL (SC),31122,CENTRO DE SOLUCIONES GUADALAJARA (31122),?,UNKNOWN (?),2019-12-02,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CHAVER4 SOLO RUIDO CUANDO DRENA Y NO RESPETA CICLO DE REMOJORESPUESTA NO LOCALIZADA EN EL FAULT TRE,RODRIL3- P CLIENTE REPORTA QUE NO HACE CICLOS C CLIENTE NO SAVE UTILIZAR EL EQUIPO S SE DIO DEMOSTRACIÓN DE USO Y MANEJ,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1701EQ2,8MWTW1701EQ2 (8MWTW1701EQ2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1701EQ:HL93356620,2019-08-19,?,(?),2019/08,2019Q3,?,(?),2019,201933,2019-10-28,8MWTW1701EQ,LAV. AUTOMATICA NE (8MWTW1701EQ),HL93356620,?,(?),?,(?),NUEVO LEON,2019-08-21,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
180,2019-12-28,2019/12,2019,?,20700,?,(?),2019-11-01,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,180,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1086229104,SC,SERVICE CALL (SC),79838,79838 (79838),?,UNKNOWN (?),2019-12-26,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),NO TERMINA CICLO EXPRIMIR//TAPA BLOQUEADA//TAPLERO NO ENCIENDE //ENVIAR TÉCNICO DIAGNÓSTICO Y REVISIÓN EN: ARNES - TATA ELECTRO,DD. HH.- P. NO ENCIENDE C. TARJETA Y ARNES EN CORTO S. MUEBLERIA REALIZA CAMBIO DE PRODUCTO,Borrar ,Borrar ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Borrar,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL93137614,2019-08-05,?,(?),2019/08,2019Q3,?,(?),2019,201931,2019-10-22,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL93137614,1100,MX Dep Stores (1100),2088950,"DISTRIBUIDORA LIVERPOOL, S.A. DE C. (000",ESTADO DE MEXICO,2019-09-04,2019/09,2019,MX,Mexico (MX),NAR,North America (NAR),2086386,DISTRIBUIDORA LIVERPOOL SA DE CV (000208,,
0.01,2019-09-06,2019/09,2019,?,4480,?,(?),2019-08-24,y, ,9801,IMPROPER LOADING (9801),?, ,?, ,9x,Customer misuse (9x),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,924,IMPROPER LOADING (924),92,IMPROP LOADING (92),NAR,North America (NAR),N,0,1085443266,SC,SERVICE CALL (SC),11100,CENTRO DE SOLUCIONES MEXICO (11100),?,UNKNOWN (?),2019-09-03,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CAVAZR REALIZO VARIOS ENJUAGUES / ENJUAGA EN VARIAS OCASIONES / REALIZA 3 O MAS ENJUAGUES EL CLIENTE NO ACEPTA LA SOLUCIÓN BRINDA,GARCIS- SE MUEVE MUCHO AL ESPRIMIR.....POSIBLE DESBALANCE ENLA CANASTA..... EQUIPO TRABAJA BIEN SE LE INDICA A CLIENTE HAVER REACOMODOS DE ROPA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL93022872,2019-07-12,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-08-18,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL93022872,?,(?),?,(?),ESTADO DE MEXICO,2019-07-26,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
278,2019-10-22,2019/10,2019,PUEBLA,72767,MX,Mexico (MX),2019-10-01,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,278,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1085756357,SC,SERVICE CALL (SC),47541,47541 (47541),?,UNKNOWN (?),2019-10-16,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),CASADJ1 TAPA NO ABRE FAULT TREE ENVIAR TÉCNICO DIAGNOSTICO.REVISAR SWITCH TAPA Y REVISAR TARJETA DE CONTROL.,10/16 MOD CC SPUEB06 P. NO ABRE LA TAPA C. BLOCAPUERTA EN CORTO MANDO A CORTO LA TARJETA_ AS�? VENIA DE PROVEEDOR 125 VOLTS_ 8 PSI P. TIENDA LA HAR�? CAMBIO A CLIENTE_ REFACCIONES DE PEDIDO 173412164 SE QUEDAN EN RESGUARDO,Borrar ,Borrar ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Borrar,8MWTW1615CM3,8MWTW1615CM3 (8MWTW1615CM3),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1615CM:HL92787021,2019-07-08,?,(?),2019/07,2019Q3,?,(?),2019,201927,2019-09-29,8MWTW1615CM,LAVADORA WHIRL 8MW (8MWTW1615CM),HL92787021,?,(?),?,(?),ESTADO DE MEXICO,2019-07-19,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
269,2019-12-18,2019/12,2019,?,87440,?,(?),2019-12-13,y, ,1810,DAMPER/SHOCK-ABSORBER (1810),AS02,CABINET (AS02),AS,APPLIANCE STRUCTURE (AS),Ix,"Loose, off, stripped (Ix)",?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,269,3,?,(?),0,N,0,211,SUSPENSION SYS (211),14,LOOSE/OFF (14),NAR,North America (NAR),N,0,1086157191,SC,SERVICE CALL (SC),79467,79467 (79467),?,UNKNOWN (?),2019-12-16,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),TOLENM1 // TINA CAIDA_ NO REALIZA CICLOS // REP EMANUEL MAYORGA MUEB MORSAU ECOVIVIENDAS 8688125566,MM 16/12 P-TINA CAIDA C-TIRANTE DE SUSPENSION SUELTO S-AJUSTE DE TIRANTE DE SUSENSION,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL93019093,2019-07-06,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-10-02,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL93019093,?,(?),?,(?),NUEVO LEON,2019-07-20,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
0.01,2019-10-27,2019/10,2019,?,66636,?,(?),2019-10-15,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),?,Not Available (?),?, ,0.01,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1085798323,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-10-23,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B), , ,Servicio,Servicio,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Servicio,8MWTW1725CG3,8MWTW1725CG3 (8MWTW1725CG3),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1725CG:HL92677986,2019-07-01,?,(?),2019/07,2019Q3,?,(?),2019,201926,2019-10-06,8MWTW1725CG,LAV. AUTOMATICA NE (8MWTW1725CG),HL92677986,?,(?),?,(?),NUEVO LEON,2019-07-01,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
0.01,2019-10-11,2019/10,2019,JALISCO,44980,MX,Mexico (MX),2019-10-03,y, ,7660,HOSE WASHERS/SCREENS/VALVE SCREENS (7660),?, ,?, ,M1,"Blocked, clogged (M1)",MEC,MECHANICAL (MEC),Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,315,HOSE WASHR/SCREENS (315),11,PLUGGED/BLOCKED (11),NAR,North America (NAR),N,0,1085690397,SC,SERVICE CALL (SC),31122,CENTRO DE SOLUCIONES GUADALAJARA (31122),?,UNKNOWN (?),2019-10-07,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),GAMEZE3 - NO RESPETA CICLOS DE LAVADO // SELECCIONA UNA DE LAS OPCIONES EN CADA OPCIÓN DE SELECCIÓN SE INDICA SI SE MAAR�? O NO,RODRIL3- P CLIENTE REPORTA QUE NO TERMINA CICLO C FILTOS TAPADOS S SE DESTAPÓ FILTROS SE DIO DEMOSTRACION,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1820CM3,8MWTW1820CM3 (8MWTW1820CM3),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1820CM:HL91903064,2019-05-13,?,(?),2019/05,2019Q2,?,(?),2019,201919,2019-08-04,8MWTW1820CM,LAV. AUTOMATICA NE (8MWTW1820CM),HL91903064,?,(?),?,(?),GUANAJUATO,2019-05-13,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
243.56,2019-12-11,2019/12,2019,BAJA CALIFORNIA N,21384,MX,Mexico (MX),2019-11-25,y, ,9965,CUSTOMER REFUSED REPAIR (9965),?, ,?, ,Na,Service Related (Na),?, ,Z,Product exchange proposal (Z),MEX,Mexico (MEX),?, ,243.56,1,?,(?),0,N,0,555,CUST REFUSED RPR (555),55,EXCHANGE PRODUCT (55),NAR,North America (NAR),N,0,1086108970,SC,SERVICE CALL (SC),77676,77676 (77676),?,UNKNOWN (?),2019-12-09,?,NOT APPLICABLE (?), ,N,MACH MALFUNCTION-NOT REPAIRED (N),?,B,BASE WARRANTY (B),DUARTM4 TAPA BLOQUEADA,P. TAPA BLOQUEADA C. SWITCH DE PUERTA Y TARJETA DAÑADAS S. EVISION DE EQUIPO SE COMUNICA CLIENTE A TALLER COMETNA QUE TIENDA CAMBIO EL EQUIPO,Borrar ,Borrar ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,Borrar,8MWTW1820CM3,8MWTW1820CM3 (8MWTW1820CM3),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1820CM:HL92231136,2019-06-03,?,(?),2019/06,2019Q2,?,(?),2019,201922,2019-11-19,8MWTW1820CM,LAV. AUTOMATICA NE (8MWTW1820CM),HL92231136,?,(?),?,(?),GUANAJUATO,2019-06-12,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
0.01,2019-12-05,2019/12,2019,?,66023,?,(?),2019-11-28,y, ,4000,MAIN MOTOR (4000),MR02,MOTOR (MR02),MR,MOTOR (MR),J3,Noisy (J3),LTN,LEAKAGE_TEMP_NOISE (LTN),Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,141,MAIN MOTOR (141),50,EXCESS NOISE (50),NAR,North America (NAR),Y,0,1086059723,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-12-02,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),RODRR17 NO ENCIENTE RUIDO EXTRAÑO ANTECEDENTE D1098720595 SLICITADO POR VICTOR MORENO DE TIENDA PADRE MIER,CAMACEA- P RUIDO EXTRAÑO NO ENCIENDE C MOTOR Y ACTUADOR DA_DOS S SE CHECO FUNCIONAMIENTO SE LE EXPLICÓ A CLIENTE FALLAMOLESTO POR SEGUNDA OCASION QUE FALLA Y APARATO ES NUEVO NO QUIERE REPARACIÓN,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),2,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1711EQ2,8MWTW1711EQ2 (8MWTW1711EQ2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1711EQ:HL93025707,2019-07-29,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-10-14,8MWTW1711EQ,LAV. AUTOMATICA NE (8MWTW1711EQ),HL93025707,?,(?),?,(?),NUEVO LEON,2019-08-01,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
